SMM-ID,lat,long,name,city,municipality,country,rank,reference,eary_preclassic_2000bc_1000_bc,middle_preclassic_1000bc_400bc,late_preclassic_400bc_100ad,early_classic_250ad_600ad,late_classic_600ad_800ad,terminal_classic_800ad_900ad,early_postclassic_900ad_1200ad,late_postclassic_1200ad_1519ad,post_conquest_1520ad_1697ad,time_check_01,time_check_02,time_no_data_found
1821,-86.81623,20.45047,Dos Cocos,Cozumel,Quintana Roo,Mexico,4,Ref. Hammond 1974,,,,,,,,,,,,
1822,-89.29027778,16.95916667,Dos Hermanas,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
1823,-87.8416498,21.46765058,Dos Hermanas,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
1824,-89.33946261,17.9738908,Dos Naciones,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
1825,-90.26774266,16.45639577,Dos Piedras,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1826,-89.13236488,16.7441817,Dos Tumbas,,,,4,Ref. Chase and Chase 2004,,,,,,,,,,,,
1827,-88.60142572,18.24534494,Douglas,,Corozal,Belize,4,Ref. Blom et al 1940,,,,,,,,,,,,
1828,-86.0006473,13.5341666,Duilali,Quilali,Nueva Segovia,Nicaragua,4,Ref. Blom et al 1940,,,,,,,,,,,,
1829,-89.47148415,20.71919445,Dzabna,Tecoh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1830,-87.66914692,20.88293274,Dzadz,Chemax,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1831,-88.10320302,20.93464526,Dzadz Ceh,Calotmul,Yucatan,Mexico,4,Ref. Ringle and Bey 2004,,,,,,,,,,,,
1832,-87.97867219,21.31873576,Dzamucuy,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
1833,-89.47008,20.39322,Dzan,Dzan,Yucatan,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
1834,-89.69631667,20.16903333,Dzancab or Beek,Hopelchen,Campeche,Mexico,4,Ref. Mayer 2006,,,,,,,,,,,,
1835,-89.70408,20.13693,Dzankab,Hopelchen,Campeche,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
1836,-87.83891419,21.20958042,Dzceh,Tizimin,Yucatan,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
1837,-89.74031667,20.16845,Dzekilna,,,,4,Ref. Mayer 2009,,,,,,,,,,,,
1838,-89.78680117,21.00745709,Dzelchac 1,Ucu,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1839,-89.78373361,20.9975769,Dzelchac 2,Ucu,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1840,-89.31018332,21.2096756,Dzemul,Dzemul,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1841,-88.39531505,20.88381862,Dzeuch,Uayma,Yucatan,Mexico,4,Ref. Ringle and Bey 2004,,,,,,,,,,,,
1842,-87.74098752,20.48510413,Dzib Mul,Solidaridad,Quintana Roo,Mexico,4,Ref. Robles C 1990 Fig 3,,,,,,,,,,,,
1843,-88.04519449,21.31833546,Dzibalku 2,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
1844,-88.64161369,20.67310798,Dzibiac,Tinum,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1845,-89.594,19.57733333,Dzibilnocac,Hopelchen,Campeche,Mexico,4,Ref. Mayer 2006,,,,,,,,,,,,
1846,-89.79052393,19.41307686,Dzibitun,Hopelchen,Campeche,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
1847,-88.88035139,20.73118858,Dzidzil Che,Sudzal,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1848,-88.52909341,20.84217384,Dzitas,Dzitas,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1849,-90.08162272,20.28418157,Dzitbalche,Calkini,Campeche,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
1850,-90.10214,20.18695,Dzitnup Central,Hecelchakan,Campeche,Mexico,4,Ref. Williams-Beck 1998,,,,,,,,,,,,
1851,-90.10041,20.18749,Dzitnup E,Hecelchakan,Campeche,Mexico,4,Ref. Williams-Beck 1998,,,,,,,,,,,,
1852,-90.1036,20.18654,Dzitnup W,Hecelchakan,Campeche,Mexico,4,Ref. Williams-Beck 1998,,,,,,,,,,,,
1853,-88.72249501,20.90006931,Dziuche,Tunkas,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1854,-87.93471086,21.22773327,Dzonot Ake,Tizimin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1855,-87.91607777,21.33083376,Dzonot Box,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
1856,-87.8769594,21.40061128,Dzonot Carretero,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
1857,-89.02519895,21.28558496,Dzonotcay,Dzidzantun,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1858,-88.07675224,21.28290146,Dzonotku,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
1859,-88.11413569,20.6050426,Dzoyola,Valladolid,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1860,-87.77441,18.39554,E. Villanueva,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
1861,-89.81099517,20.96462955,East of Chucabchen no name,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1862,-89.67558143,21.13202702,East of Kikteil no name,Merida,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1863,-89.92163655,20.92124411,East of Kinchil no name,Kinchil,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1864,-88.26345017,20.6762944,Ebtun,Valladolid,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1865,-86.99150151,21.5081509,Ecab,Isla Mujeres,Quintana Roo,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
1866,-89.33655,18.78089,Egipto,Hopelchen,Campeche,Mexico,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
1867,-89.26164625,21.15253048,Ejido Komchen Martinez,Motul,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1868,-89.63345,20.31408,Ejido Revolucion 1910,Santa Elena,Yucatan,Mexico,4,Ref. Dunning 1992,,,,,,,,,,,,
1869,-89.06498765,20.16705349,Ek Balam,Chacsinkin,Yucatan,Mexico,4,Ref. Covarrubias 2006,,,,,,,,,,,,
1870,-88.33026056,20.52129878,Ekal,Tixcacalcupul,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1871,-89.35054086,20.96561749,Ekmul,Tixkokob,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1872,-88.80162938,15.09254174,El Abia,Florida,Copan,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
1873,-91.57778296,15.94546241,El Aguacate,Nenton,Huehuetenango,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
1874,-89.55888889,16.85833333,El Aguacate,Santa Ana,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
1875,-86.92235,20.81245,El Altar,Benito Juarez,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
1876,-91.82478,16.5344,El Amparo,Las Margaritas,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1877,-91.64953,16.14107,El Arco,La Trinitaria,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1878,-91.44,14.29367,El Arisco,Tiquisate,Escuintla,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1879,-88.35688466,21.34243444,El Atardecer,Panaba,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1880,-91.88719,17.67775,El Bari,Palenque,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1881,-89.19055,15.61112,El Bongo,El Estor,Izabal,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1882,-91.62848765,15.83549251,El Bosque,Nenton,Huehuetenango,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
1883,-88.27804,18.52657,El Bosque,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
1884,-91.79956818,15.76532263,El Bosque or Pohpotx,Santa Ana Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
1885,-89.25549405,17.98823196,El Cacao,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
1886,-93.02781,16.66557,El Cairo,Chiapa De Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1887,-90.09979295,13.72933135,El Cajete,San Francisco Menendez,Ahuachapan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
1888,-89.18694444,17.00805556,El Camalore or Melchor,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
1889,-89.46,16.77166667,El Camalote,Dolores,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
1890,-93.53661,17.20451,El Campamento,Tecpatan,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1891,-88.98298799,14.08468634,El Campanario,Concepcion Quezaltepeque,Chalatenango,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
1892,-93.4289,16.60002,El Canelar,Ocozocoautla De Espinosa,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1893,-87.47155,19.95015,El Cano,Felipe Carrillo Puerto,Quintana Roo,Mexico,4,Ref. Andrews E W; Andrews A P,,,,,,,,,,,,
1894,-90.28015,15.13269,El Carmen,Salama,Baja Verapaz,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1895,-92.95044,16.2403,El Carmen,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1896,-92.25095,14.88714,El Carmen,Tapachula,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1897,-89.89370532,13.66116924,El Carmen,Acajutla,Sonsonate,El Salvador,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
1898,-88.86035128,14.22704783,El Carrizal,Guarita,Lempira,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
1899,-96.1793732,18.08915108,El castillo,San Juan Bautista Tuxtepec,Oaxaca,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
1900,-91.0154215,14.3452993,El Castillo,Santa Lucia Cotzumalguapa,Escuintla,Guatemala,4,Ref. Blom et al 1940,,,,,X,,,,,X,,
1901,-89.41969636,20.29459425,El Castillo,Oxkutzcab,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1902,-91.21246,17.06436,El Cayo,La Libertad,Peten,Guatemala,4,Ref. Rupert and Dennison 1943,,,,,,,,,,,,
1903,-86.97409,20.34399,El Cedral,Cozumel,Quintana Roo,Mexico,4,Ref. Kelly 1996,,,,,,,,,,,,
1904,-90.04241372,16.4275801,El Cedral,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1905,-91.158,16.74888,El Cedro,Ocosingo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1906,-90.49591,16.46002,El Cedro,La Libertad,Peten,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1907,-90.96253,17.25036,El Ceibo,Melchor de Mencos,Peten,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1908,-87.04652,20.88645,El Cenote,Benito Juarez,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
1909,-89.020201,13.91286084,El Ceretal,Suchitoto,Cuscatlan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
1910,-88.78685456,21.41553593,El Cerrito,Dzilam De Bravo,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1911,-92.10126,14.81286,El Cerrito,Catarina,San Marcos,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1912,-89.6635,16.63806,El Chal,Dolores,Peten,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1913,-91.85358,16.08759,El Chaparro,La Trinitaria,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1914,-89.97378,16.61724,El Chapayal,Dolores,Peten,Guatemala,4,Ref. Ashmore 1981 Fig 6,,,,,,,,,,,,
1915,-89.75489979,13.94484516,El Chayal,Turin,Ahuachapan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
1916,-90.41094,14.70433,El Chayal,Palencia,Guatemala,Guatemala,4,Ref. Brown C T 1999,,,,,,,,,,,,
1917,-92.26433,14.63948,El Chical,Suchiate,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1918,-88.73485,18.3004,El Chilar,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
1919,-91.17433,16.99913,El Chile,Ocosingo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1920,-89.6470702,17.92338496,El Chismito,Champoton,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
1921,-89.99702553,16.57621744,El Chorro,Sayaxche,Peten,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
1922,-90.56956857,16.64948709,El Chorro,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1923,-93.13101,16.42343,El Cielito,Villaflores,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1924,-89.28272148,17.89096145,El Civalito,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
1925,-88.21265,18.65713,El Cocal,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
1926,-92.70327395,18.46126986,El Coco,Centla,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
1927,-92.01574,15.69122,El Cohote,Frontera Comalapa,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1928,-87.71674193,21.38510954,El Colorado,Tizimin,Yucatan,Mexico,4,Ref. Kepecs 1999,,,,,,,,,,,,
1929,-88.3598442,21.4539723,El Conuco,San Felipe,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1930,-96.09862722,18.7027107,El Coquite,Tlalixcoyan,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
1931,-89.20769017,18.04996133,El Corozaldo,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
1932,-92.0958,15.53722,El Coyol,Amatenango De La Frontera,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1933,-92.59756,16.11052,El Cuadro,La Concordia,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1934,-90.46397904,16.54121829,El Curro,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1935,-90.55484,19.84044,El Cuyo,Campeche,Campeche,Mexico,4,Ref. Muller 1960,,,,,,,,,,,,
1936,-87.68069881,21.51717269,El Cuyo,Tizimin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1937,-87.64300922,21.50919052,El Cuyo Este,Tizimin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1938,-93.31862,16.29454,El Desengano,Villaflores,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1939,-89.83545,17.23152,El Diablo,San Jose,Peten,Guatemala,4,Ref. Houston et al 2008,,,,,,,,,,,,
1940,-89.83766615,21.05355815,El Diablo,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1941,-89.8242071,21.05378259,El Diablo 2,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1942,-87.29229,21.0267,El Diez,Benito Juarez,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
1943,-90.25789754,16.46668109,El Duende,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1944,-92.26676,16.39919,El Durazna  Las Cruces,Comitan De Dominguez,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1945,-88.06203347,14.89243774,El Eden,Las Vegas,Santa Barbara,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
1946,-88.71953,18.81852,El Eden,Othon P. Blanco,Quintana Roo,Mexico,4,Ref. Cortes de B 1984,,,,,,,,,,,,
1947,-93.5554,17.30681,El Eden,Tecpatan,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1948,-89.55353,17.27698,El Encanto,Flores,Peten,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1949,-92.41832443,18.47298413,El Encanto,Centla,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
1950,-90.20912518,16.43665755,El Excavado,Sayaxche,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1951,-92.74332,16.5846,El Frutal,Acala,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1952,-92.34573,15.01651,El Gaucho,Huehuetan,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1953,-90.29784,14.74331,El Hato,San Antonio La Paz,El Progreso,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1954,-89.23861111,17.03333333,El Horquetero or Tikin Chakan,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
1955,-88.19419411,13.83235228,El Idolo,Gualococti,Morazan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
1956,-92.28029,14.60225,El Jato,Suchiate,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1957,-96.12685839,19.14224658,El Jobo,Boca del Rio,Veracruz,Mexico,4,Ref. Blom et al 1940,,,,,,,,,,,,
1958,-90.14305,17.08743333,El Jobo,San Andres,Peten,Guatemala,4,Ref. Mayer 2006,,,,,,,,,,,,
1959,-90.07507929,17.29113842,El Juleque,Santa Ana,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1960,-92.59019,16.09249,El Laurel,La Concordia,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1961,-89.2375,16.91555556,El Mamey,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
1962,-89.37936846,18.25593371,El Manantia Cave,Hopelchen,Campeche,Mexico,4,Ref. Sprajc,,,,,,,,,,,,
1963,-92.10377,15.48495,El Mango,Amatenango De La Frontera,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1964,-88.95967638,21.19400472,El Matadero,Temax,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1965,-86.80428333,21.2115,El Meco,Isla Mujeres,Quintana Roo,Mexico,4,Ref. Mayer 2006,,,,,,,,,,,,
1966,-91.98739138,14.4052141,El Mesak,Retalhuleu,Retalhuleu,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1967,-91.85099218,15.76647686,El Mirador,Santa Ana Huista,Huehuetenango,Guatemala,4,Ref. Borgstede 2002,,,,,,,,,,,,
1968,-90.8134985,14.84764428,El Molino,San Martin Jilotepeque,Chimaltenango,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
1969,-92.11509,15.87031,El Mormon,Frontera Comalapa,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1970,-89.28166667,16.875,El Naranjal,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
1971,-93.73873379,18.24564549,El Naranjeno,Cardenas,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
1972,-91.44245452,15.73120505,El Naranjo,Santa Eulalia,Huehuetenango,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
1973,-89.02181067,20.96500468,El Naranjo,Izamal,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1974,-91.18816,15.70838,El Naranjo,Santa Eulalia,Huehuetenango,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1975,-93.72207601,18.25654389,El Naranjo,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
1976,-90.86014472,17.22667467,El Naranjo,La Libertad,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1977,-88.80707292,14.70054988,El Niguito,Cucuyagua,Copan,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
1978,-92.2694,14.74768,El Nuevo Dia,Tapachula,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1979,-93.49970588,16.82983033,El Ocote,Ocozocoautla De Espinosa,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
1980,-93.25331,16.37087,El Ocote,Villaflores,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1981,-93.24805,16.2649,El Ocotillo,Villaflores,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1982,-90.54653,16.47506,El Pabellon,Sayaxche,Peten,Guatemala,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1983,-92.09648359,18.05767895,El Pajaral,Jonuta,Tabasco,Mexico,4,Ref. Berlin 1953,,,,,,,,,,,,
1984,-88.86174488,14.55154199,El Palacio,Corquin,Copan,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
1985,-89.77045,17.22881,El Palmar,San Jose,Peten,Guatemala,4,Ref. Houston et al 2008,,,,,,,,,,,,
1986,-87.27211,20.45783,El Palmar,Solidaridad,Quintana Roo,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
1987,-88.98856015,15.0157666,El Paraiso,El Paraiso,Copan,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
1988,-88.58680701,13.71032394,El Paraiso,San Ildefonso,San Vicente,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
1989,-91.71184,14.74418,El Paraiso,San Martin Sacatepequez,Quezaltenango,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1990,-91.11051,13.97408,El Paraiso,La Gomera,Escuintla,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1991,-89.48898,17.41754,El Paraiso,Flores,Peten,Guatemala,4,Ref. Ashmore 1981 Fig 6,,,,,,,,,,,,
1992,-93.86474,16.02708,El Paredon,Tonala,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
1993,-90.57104722,16.6729101,El Pato,La Libertad,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
1994,-88.96085039,13.74481021,El Perical,Santa Cruz Michapa,Cuscatlan,El Salvador,4,Ref. Blom et al 1940,,,,,,,,,,,,
1995,-89.91965447,21.21589749,El Peten,Hunucma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
1996,-89.91402607,21.22106575,El Peten 2,Hunucma,Yucatan,Mexico,4,Ref. Robles and Andrews 2003,,,,,,,,,,,,
1997,-88.75584398,21.07645948,El Pibal,Temax,Yucatan,Mexico,4,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
1998,-91.12636,14.24646,El Pilar,Santa Lucia Cotzumalguapa,Escuintla,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
1999,-89.15192587,17.24498797,El Pilar,Melchor de Mencos,Peten,Guatemala,4,Ref. UF-GEOPLAN,,,,,,,,,,,,
2000,-89.14401483,17.22032605,El Pilar,,Cayo,Belize,4,Ref. Ford 2005 El Pilar,,,,,,,,,,,,
2001,-89.15805556,17.24722222,El Pilar Poniente,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
2002,-92.93323,16.20662,El Pinolillo,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
2003,-89.26111111,16.85527778,El Pital,Melchor de Mencos,Peten,Guatemala,4,Ref. Ford 2004 Paseo Pantera,,,,,,,,,,,,
2004,-90.69314927,16.60794774,El Planchon,Ocosingo,Chiapas,Mexico,4,Ref. Ford 2004 NGS map,,,,,,,,,,,,
2005,-90.75097,14.5673,El Portal,Antigua Guatemala,Sacatepequez,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
2006,-90.26079,15.04745,El Porton,San Jeronimo,Baja Verapaz,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
2007,-89.2806014,17.46936599,El Porvenir,La Libertad,Peten,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
2008,-89.27028,18.09976,El Porvenir,Hopelchen,Campeche,Mexico,4,Ref. Ashmore 1981 Fig 9.1,,,,,,,,,,,,
2009,-91.29605,17.18705,El Porvenir,La Libertad,Peten,Guatemala,4,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
2010,-92.39225,17.40792,El Porvenir,Salto De Agua,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
2011,-93.33952,16.16691,El Porvenir,Villa Corzo,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
2012,-90.46938841,16.52654148,El Porvenir,La Libertad,Peten,Guatemala,4,Ref. Ford 2004 SEGEPLAN,,,,,,,,,,,,
2013,-92.25831,15.45604,El Porvenir,El Porvenir,Chiapas,Mexico,4,Ref. Pina Chan 1967,,,,,,,,,,,,
2014,-89.30978,18.24824,El Porvenir II,Hopelchen,Campeche,Mexico,4,Ref. Muller 1959,,,,,,,,,,,,
2015,-88.67951,17.93454,El Pozito,,Orange Walk,Belize,4,Ref. Ashmore 1981 p 158,,,,,,,,,,,,
2016,-89.99621446,16.25665608,El Prado,Sayaxche,Peten,Guatemala,4,Ref. Blom et al 1940,,,,,,,,,,,,
2017,-87.81023936,15.37256951,El Progreso,El Progreso,Yoro,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
2018,-88.78493913,15.09003821,El Puente,La Jigua,Copan,Honduras,4,Ref. Blom et al 1940,,,,,,,,,,,,
